date,PL,azimuth,elevation
2010-01-02 00:00:00,78.94715874601185,155.286512282485,12.12343947127232
2010-01-02 01:00:00,88.85756144095888,312.1986737967852,45.317335946571795
2010-01-02 02:00:00,20.771724125758787,199.54102843549717,54.02141462683669
2010-01-02 03:00:00,77.74011102774956,344.9820537738142,-12.181234034376473
2010-01-02 04:00:00,16.531273853935524,19.368074993689746,66.81585465213878
2010-01-02 05:00:00,61.249946206900816,354.7352152658992,70.52827017497954
2010-01-02 06:00:00,42.35614579106378,305.24496188455504,76.95305410067331
2010-01-02 07:00:00,17.93677074631078,64.04943949299569,48.385332971403024
2010-01-02 08:00:00,32.727936231710984,44.891854878880395,10.625387048450683
2010-01-02 09:00:00,88.93252357322027,225.47911099376185,-18.73405914035859
2010-01-02 10:00:00,68.03855330773824,296.00566641974575,-30.20261213180948
2010-01-02 11:00:00,74.22781248676237,349.0493981538146,13.270134207110564
2010-01-02 12:00:00,53.02950536649732,111.74718828369456,10.184147665727814
2010-01-02 13:00:00,63.834381911488535,31.849540242541185,79.34622109390395
2010-01-02 14:00:00,33.19188455398233,260.1892439550168,15.506363030962858
2010-01-02 15:00:00,71.03939593314684,9.624756118388566,-14.797646050140262
2010-01-02 16:00:00,58.95541973307472,71.00496180281375,8.706054284274394
2010-01-02 17:00:00,6.5161124123427445,197.0398938445253,82.98804144611582
2010-01-02 18:00:00,88.6834959047938,201.6224593810036,17.52633223921695
2010-01-02 19:00:00,44.274951557777754,252.20567646171008,80.29452499823215
2010-01-02 20:00:00,39.18652325255757,31.37164917712433,61.38288807816387
2010-01-02 21:00:00,58.021019920368225,93.85190139941228,-30.36473869714313
2010-01-02 22:00:00,38.75546372610476,185.37991459683133,4.246887211333245
2010-01-02 23:00:00,86.24423796265087,178.83200307405616,55.228183349121
2010-01-03 00:00:00,19.32413759897621,351.37517845489236,-6.2835097063657175
2010-01-03 01:00:00,0.2794386075808064,59.6145592942344,52.308697517550094
2010-01-03 02:00:00,66.7264410727617,181.6270885788747,39.8022687494973
2010-01-03 03:00:00,80.3064651714094,317.9114557346351,-1.1266512763931438
2010-01-03 04:00:00,44.00383211394298,127.72531937443004,-17.579975177431898
2010-01-03 05:00:00,88.17351544341743,280.3841363933387,-29.89602445871927
2010-01-03 06:00:00,19.72713750385968,26.22291980619502,54.112185192480545
2010-01-03 07:00:00,66.54004167749325,23.239956620803003,57.650533398204686
2010-01-03 08:00:00,52.341350575390386,339.3802720763387,60.6053265696836
2010-01-03 09:00:00,18.084316082980813,240.70005727663087,6.033233451426844
2010-01-03 10:00:00,28.387069940035246,143.06074555124147,18.61067917468465
2010-01-03 11:00:00,17.051957340464963,344.24883965220187,64.03285877028203
2010-01-03 12:00:00,67.78420348850872,172.01682352722938,32.711484327082516
2010-01-03 13:00:00,98.36171637163127,20.924336848874464,-28.09695663542605
2010-01-03 14:00:00,70.89673925885691,158.18130800369332,18.60707707518778
2010-01-03 15:00:00,51.305759224476965,331.1614038338712,77.09139333876514
2010-01-03 16:00:00,2.5353740972033134,155.856573391246,47.31576618871361
2010-01-03 17:00:00,10.69251389648217,181.57495277373263,64.5053253866465
2010-01-03 18:00:00,29.676996488822933,345.0854470407373,10.810135030336347
2010-01-03 19:00:00,29.23374022267511,133.71780967418871,36.71040602611863
2010-01-03 20:00:00,63.71412919073891,258.4377773141613,-9.672079583572042
2010-01-03 21:00:00,70.47411444183544,321.4649169634208,23.067881235346807
2010-01-03 22:00:00,33.054832441597306,23.902075740485934,0.1886666471400069
2010-01-03 23:00:00,41.66630019488576,261.65397801559686,-10.89331599911282
2010-01-04 00:00:00,10.409909833890195,294.3447197411716,69.18442727592793
2010-01-04 01:00:00,95.24254377411108,357.9502010890643,22.38416428620513
2010-01-04 02:00:00,52.00255364626037,159.65226075475618,1.1454691982007787
2010-01-04 03:00:00,0.18989767858567094,340.48012246659914,-30.96808674943621
2010-01-04 04:00:00,53.54403594531062,307.7199348682921,12.41367569400994
2010-01-04 05:00:00,3.1001661519913353,270.3960690655313,15.466735140499535
2010-01-04 06:00:00,33.611122299571115,248.6655437155121,-8.744465811942582
2010-01-04 07:00:00,91.73634851026766,113.7127530771098,2.724063443410337
2010-01-04 08:00:00,56.797733379663924,89.33074256753302,32.590830569923504
2010-01-04 09:00:00,73.27818201749004,135.67215129730675,40.362224956443036
2010-01-04 10:00:00,46.97436311564898,300.32894390680383,20.67714244045041
2010-01-04 11:00:00,86.83093364938836,247.2639217692583,43.08166446177553
2010-01-04 12:00:00,67.77948835586956,292.9023326999175,28.56274622046579
2010-01-04 13:00:00,89.38597762550205,189.57954576483348,-4.7801163270885025
2010-01-04 14:00:00,61.685448316180725,116.00970048275158,64.64759368193057
2010-01-04 15:00:00,20.418487217913984,150.5336722406719,-28.948190281931733
2010-01-04 16:00:00,15.743858241906562,76.19687792860559,82.48688787244508
2010-01-04 17:00:00,4.230515463502593,130.0219721499407,60.484600438931295
2010-01-04 18:00:00,29.870093530055094,22.82876349111013,26.181793949704147
